web_scraper_order,web_scraper_start_url,pagination,kode,barang,harga_beli,data,sub_kategori,kategori,satuan,barang2
"1788654371-2439","https://kil.gserp.id/goods-manage","","KPR00339","Botol PArfum Tazzi Sexoy 20ml","8,200.00","2439","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202603/1774497785_aae66bf5aba5707e9991.png"
"1788654371-2440","https://kil.gserp.id/goods-manage","","KPR00340","Botol PArfum Tazzi Manjah 20ml","8,200.00","2440","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202603/1774497836_b10e29f51ae05936a0e9.png"
"1788654371-2441","https://kil.gserp.id/goods-manage","","BBK00545","Resoft 3000 (pq10)","510.00","2441","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2442","https://kil.gserp.id/goods-manage","","BBK00546","Resoft 22 (Polyquaternium 22)","250.00","2442","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2443","https://kil.gserp.id/goods-manage","","BJD01130","Triple Bright & Protect Body Serum","0.00","2443","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2444","https://kil.gserp.id/goods-manage","","BJD01131","DARKSPOT CREAM","0.00","2444","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2445","https://kil.gserp.id/goods-manage","","BBK00547","Blue Passion (Dunhill Blue) - Fragrance","1,500.00","2445","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2446","https://kil.gserp.id/goods-manage","","BBK00548","Luxus Club -Fragrance","1,000.00","2446","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2447","https://kil.gserp.id/goods-manage","","BJD01132","HAPPY MIST! Cica Glow Face Mist, 100 mL","0.00","2447","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2448","https://kil.gserp.id/goods-manage","","KSR00431","Stiker Tazzi Face Mist 100ml","450.00","2448","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202604/1776156224_84baf9cb830b9ddc2a7d.png"
"1788654371-2449","https://kil.gserp.id/goods-manage","","BJD01133","PRIORITAS EAU DE PARFUM IMOZU PINK CHIFFON","0.00","2449","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2450","https://kil.gserp.id/goods-manage","","BJD01134","Eau de Perfume IMOZU - Vanilla Red Parfum","0.00","2450","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2451","https://kil.gserp.id/goods-manage","","BJD01135","EDP IMOZU - Baby Fresh","0.00","2451","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2452","https://kil.gserp.id/goods-manage","","BJD01136","DEAL - DAY CREAM (I CARE B)","0.00","2452","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2453","https://kil.gserp.id/goods-manage","","BJD01137","DEAL - NIGHT CREAM (AUREA)","0.00","2453","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2454","https://kil.gserp.id/goods-manage","","BJD01138","DEAL - FACE SERUM (I CARE B - ACNE)","0.00","2454","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2455","https://kil.gserp.id/goods-manage","","BJD01139","DEAL - FACE TONER - REVISI WARNA (SIRIN)","0.00","2455","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2456","https://kil.gserp.id/goods-manage","","BJD01140","DEAL - FACE WASH (FORMULA AUREA)","0.00","2456","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2457","https://kil.gserp.id/goods-manage","","KPR00341","Box Inner Bonnevette","0.00","2457","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2458","https://kil.gserp.id/goods-manage","","KPR00342","Box Slave Bonnevette Bold Noir 55ml","0.00","2458","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2459","https://kil.gserp.id/goods-manage","","KPR00343","Box Slave Bonnevette Middle Earth 55ml","0.00","2459","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2460","https://kil.gserp.id/goods-manage","","KPR00344","Box Slave Bonnevette Naughty Savage 55ml","0.00","2460","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2461","https://kil.gserp.id/goods-manage","","KPR00345","Box Catale Enigma Parfum","0.00","2461","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2462","https://kil.gserp.id/goods-manage","","KPR00346","Box Catale Misty Parfum","0.00","2462","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2463","https://kil.gserp.id/goods-manage","","KSR00432","Shrink Ukuran 14,5cm","0.00","2463","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2464","https://kil.gserp.id/goods-manage","","KSR00433","Shrink Ukuran 13cm","60.00","2464","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2465","https://kil.gserp.id/goods-manage","","KPR00347","Jar 250ml Hijau Tutup Cream","16,000.00","2465","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202604/1776414819_d006a5249c50cc42cd21.jpeg"
"1788654371-2466","https://kil.gserp.id/goods-manage","","BJD01141","Hair Lotion Cotton Cloud","0.00","2466","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2467","https://kil.gserp.id/goods-manage","","BJD01142","Sunscreen","0.00","2467","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2468","https://kil.gserp.id/goods-manage","","KPR00348","Tube Sensesoul Curl Cream Kids 12ml","0.00","2468","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2469","https://kil.gserp.id/goods-manage","","KPR00349","Pot Chromaline Hitam 20Gr","0.00","2469","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2470","https://kil.gserp.id/goods-manage","","KPR00350","Pot Chromaline Putih 20Gr","0.00","2470","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2471","https://kil.gserp.id/goods-manage","","KSR00434","Stiker Botol IMOZU Pink Chiffon","212.00","2471","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202604/1776999241_de7da29fc04b4a1a305b.png"
"1788654371-2472","https://kil.gserp.id/goods-manage","","KSR00435","Stiker DALANG Botol RAMA SHINTA","229.00","2472","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202604/1776999644_53a858738654562552ee.png"
"1788654371-2473","https://kil.gserp.id/goods-manage","","KSR00436","Stiker DALANG Botol ARJUNA","229.00","2473","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202604/1776999714_d5f0bb4f43b634b72f3d.png"
"1788654371-2474","https://kil.gserp.id/goods-manage","","KSR00437","Stiker DALANG Box RAMA SHINTA","1,348.00","2474","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202604/1776999770_ac3af6f62261552b28eb.png"
"1788654371-2475","https://kil.gserp.id/goods-manage","","KSR00438","Stiker DALANG Box ARJUNA","1,348.00","2475","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202604/1776999818_f2cf12302a322a840d11.png"
"1788654371-2476","https://kil.gserp.id/goods-manage","","KSR00439","Printing Pot SYD","1,100.00","2476","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202604/1777001101_10abe3b251690c9f12f4.png"
"1788654371-2477","https://kil.gserp.id/goods-manage","","KPR00351","Tube 150ml D40 Full Hitam","3,300.00","2477","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202604/1777013938_4beefeefa7139d82bac6.png"
"1788654371-2478","https://kil.gserp.id/goods-manage","","BJD01143","Extrait De Parfum Elan RomantiQué","0.00","2478","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2479","https://kil.gserp.id/goods-manage","","BJD01144","Extrait De Parfum Ember Nocturné","0.00","2479","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2480","https://kil.gserp.id/goods-manage","","BJD01145","oud","0.00","2480","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2481","https://kil.gserp.id/goods-manage","","BBK00549","Sima Allantoin","145.00","2481","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2482","https://kil.gserp.id/goods-manage","","BBK00550","Mirasil CM5 A2","112.10","2482","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2483","https://kil.gserp.id/goods-manage","","BJD01146","Night Cream","0.00","2483","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2484","https://kil.gserp.id/goods-manage","","BJD01147","Day Cream","0.00","2484","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2485","https://kil.gserp.id/goods-manage","","KSR00440","Stiker DeptCare","1,373.00","2485","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1777880946_7f6472260d245a55d568.png"
"1788654371-2486","https://kil.gserp.id/goods-manage","","KSR00441","Stiker Azzaheera 150ml Depan new","556.00","2486","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1777881057_bdaf371ac546f39237e9.png"
"1788654371-2487","https://kil.gserp.id/goods-manage","","KSR00442","Stiker Azzaheera 150ml  Belakang new","556.00","2487","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1777881107_960c97c8a5bd473bbad2.png"
"1788654371-2488","https://kil.gserp.id/goods-manage","","KSKST0111","Stiker Permablend","652.00","2488","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1777882815_87fc6a719c18e326b85b.png"
"1788654371-2489","https://kil.gserp.id/goods-manage","","BJD01148","Balsem Bagus","0.00","2489","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2490","https://kil.gserp.id/goods-manage","","BBK00701","Green Tea Senses - Fragrance","1,000.00","2490","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2491","https://kil.gserp.id/goods-manage","","BBK00702","Lv Rose (SIF) -Fragrance","1,000.00","2491","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2492","https://kil.gserp.id/goods-manage","","BBK00703","Prime Chloe w/0925/2 -fragrance","1,500.00","2492","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2493","https://kil.gserp.id/goods-manage","","BBK00704","Unclear Spirit fr -Fragrance","1,800.00","2493","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2494","https://kil.gserp.id/goods-manage","","KPR00352","Tube IMOZU","5,500.00","2494","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202605/1778467417_0414f5fcc3c087b3e3eb.png"
"1788654371-2495","https://kil.gserp.id/goods-manage","","BJD01149","Dear Orchid Eau De Parfume","0.00","2495","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2496","https://kil.gserp.id/goods-manage","","BJD01150","Pramugari Eau De Parfume","0.00","2496","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2497","https://kil.gserp.id/goods-manage","","BJD01151","Scandals Eau De Parfume","0.00","2497","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2498","https://kil.gserp.id/goods-manage","","BJD01152","Rose Chiffonne Eau De Parfume","0.00","2498","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2499","https://kil.gserp.id/goods-manage","","BJD01153","The Elite Man Eau De Parfume","0.00","2499","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2500","https://kil.gserp.id/goods-manage","","BJD01154","Bagus Hair Style Gel","0.00","2500","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2501","https://kil.gserp.id/goods-manage","","KSR00443","Card Vial Parfum Feeling Blue","375.00","2501","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1778639090_042e807694b4a683c53b.png"
"1788654371-2502","https://kil.gserp.id/goods-manage","","KSR00444","Stiker Vial SYD Feeling Blue","38,000.00","2502","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1778639310_752c03c8a8f29b79c07b.png"
"1788654371-2503","https://kil.gserp.id/goods-manage","","BBK00705","secret love - fragrance","650.00","2503","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2504","https://kil.gserp.id/goods-manage","","BBK00706","scandal night - fragrance","2,000.00","2504","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2505","https://kil.gserp.id/goods-manage","","BBK00707","Valaya D'Marly - Fragrance","2,500.00","2505","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2506","https://kil.gserp.id/goods-manage","","BBK00708","Amouage Guidance (spirit awakening) - Fragrance","2,500.00","2506","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2507","https://kil.gserp.id/goods-manage","","BBK00709","The Distance (Punya Client Mahendra) -Fragrance","0.00","2507","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2508","https://kil.gserp.id/goods-manage","","BBK00710","Aftermoon (punya client Mahendra) -Fragrance","0.00","2508","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2509","https://kil.gserp.id/goods-manage","","BBK00711","Black Tea 29 ( The Noir le labo 29) - Fragrance","1,500.00","2509","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2510","https://kil.gserp.id/goods-manage","","BBK00712","Afnan Rebel + - Fragrance","650.00","2510","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2511","https://kil.gserp.id/goods-manage","","BBK00713","Olympia + - Fragrance","700.00","2511","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2512","https://kil.gserp.id/goods-manage","","BBK00714","Burberry Her -Fragrance","1,500.00","2512","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2513","https://kil.gserp.id/goods-manage","","BJD01155","DARKSPOT CREAM","0.00","2513","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2514","https://kil.gserp.id/goods-manage","","BJD01156","Whitening Cream tekstur light (moist)","0.00","2514","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2515","https://kil.gserp.id/goods-manage","","BJD01157","DryFresh Daily Protection Deo","0.00","2515","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2516","https://kil.gserp.id/goods-manage","","BJD01158","Brightening Day Lotion with UV Protection","0.00","2516","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2517","https://kil.gserp.id/goods-manage","","KPR00353","Botol Six Side Perfume 30 ml Vessius & Co","15,000.00","2517","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2518","https://kil.gserp.id/goods-manage","","BJD01159","PRIORITAS EAU DE PARFUM IMOZU PINK CHIFFON","0.00","2518","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2519","https://kil.gserp.id/goods-manage","","BJD01160","EDP IMOZU - Baby Fresh","0.00","2519","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2520","https://kil.gserp.id/goods-manage","","BJD01161","Eau de Perfume IMOZU – PRAMUGARI","0.00","2520","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2521","https://kil.gserp.id/goods-manage","","BJD01162","EDP IMOZU - Scandalous","0.00","2521","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2522","https://kil.gserp.id/goods-manage","","BJD01163","EAU DE PARFUM IMOZU  ORCHIDLY","0.00","2522","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2523","https://kil.gserp.id/goods-manage","","BJD01164","Eau de Perfume IMOZU - Vanilla Red Parfum","0.00","2523","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2524","https://kil.gserp.id/goods-manage","","BJD01165","DAY CREAM","0.00","2524","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2525","https://kil.gserp.id/goods-manage","","BJD01166","MOISTURIZER GEL (LANJUTAN NPF SEBELUMNYA)","0.00","2525","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2526","https://kil.gserp.id/goods-manage","","BJD01167","FACE SERUM (LANJUTAN NPF SEBELUMNYA)","0.00","2526","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2527","https://kil.gserp.id/goods-manage","","BJD01168","FACE TONER","0.00","2527","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2528","https://kil.gserp.id/goods-manage","","BJD01169","FACE WASH","0.00","2528","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2529","https://kil.gserp.id/goods-manage","","BBK00715","Bericos Cysteamine","3,600.00","2529","Active","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2530","https://kil.gserp.id/goods-manage","","BBK00716","Belsil EG 7","848.80","2530","Base","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2531","https://kil.gserp.id/goods-manage","","KSR00445","Sticker MNTR SAVATO Depan","242.00","2531","Label/Stiker","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1779350657_bfc8431295763bdc8287.png"
"1788654371-2532","https://kil.gserp.id/goods-manage","","KSR00446","Sticker MNTR FIOR Depan","242.00","2532","Label/Stiker","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1779350707_d6dc647d99efbba35b3b.png"
"1788654371-2533","https://kil.gserp.id/goods-manage","","KSR00447","Sticker MNTR ORGEE Depan","242.00","2533","Label/Stiker","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202605/1779350814_6bf40b250909782022a5.png"
